750a22f4-6b49-4a46-a993-08cec66f1005,c50c984f-316a-4f24-968d-618691c54c3d,TCGA-DU-7012-01A-01-BS1
dcca435f-45c5-425e-9428-e65822b4a9da,c50c984f-316a-4f24-968d-618691c54c3d,TCGA-DU-7012-01A-01-TS1
ACA610C7-BAE8-4E77-9E92-F25E68F0F7CE,9CD3B3C6-2268-4E43-964B-B7A4DAF6FC6F,TCGA-DU-A6S8-01A-01-TS1
F9F27E23-C931-40D9-90D8-9C0E143BEEE4,30BF5895-0671-4FB1-A96D-857847FCF7B0,TCGA-DU-A76K-01A-01-TS1
B4FAB91E-63D4-4241-9CAB-841D8CD84516,A0672F6F-6406-4D49-96D0-6AFD571BBD00,TCGA-DU-A7T6-01A-01-TS1
7F93D6B4-CE32-4C38-8816-356AE27981F1,5E2539E0-2088-43DF-AD2A-F854D8BB6D30,TCGA-E1-A7YS-01A-01-TSA
A95E7964-57C5-432D-8894-C826F1BA40F2,FA878A23-CD20-44EF-B438-33033B5FB1FE,TCGA-FG-A713-01A-01-TS1
b3a225c8-29be-4d18-918d-ec056ac5c10b,ab24cdc3-74a1-443f-831f-b7fb3821de6a,TCGA-HT-7616-01A-01-BS1
57288bec-bb45-4dfb-ba5a-57559ee17a60,ab24cdc3-74a1-443f-831f-b7fb3821de6a,TCGA-HT-7616-01A-01-TS1
e5e74322-5274-4bd9-84db-d9704c6e5cb4,3f36cd97-eb22-47de-b447-5c96378e4a2b,TCGA-HT-7687-01A-01-TS1
DB937ABA-DCA0-4C5D-B358-E4213A61D50F,49D5ACBB-D75C-4485-B456-6B50667FEF99,TCGA-P5-A72U-01A-03-TS3
C8739841-E9EF-4713-9E11-DD40FFEB8302,1CA2E1B3-E3EB-4740-A69A-800E3EB60787,TCGA-QH-A6X9-01A-01-TSA
D8285EF3-B3B6-41CF-9EB2-EE15568C7487,0BDE34DD-DAE9-4533-98EF-F5A61A11E7C4,TCGA-S9-A6WH-01A-01-TS1
